Time,v1,v2,v3
2/9/2024 20:26,230.17,240.96,236.19
2/9/2024 20:27,243.78,242.65,242.93
2/9/2024 20:28,242.48,233.47,231.65
2/9/2024 20:29,236.87,230.7,240.98
2/9/2024 20:30,238.61,229.95,229.27
2/9/2024 20:31,235.44,240.22,234.14
2/9/2024 20:32,240.45,242.83,228.58
2/9/2024 20:33,242.07,228.7,236.59
2/9/2024 20:34,231.2,245.07,230.79
2/9/2024 20:35,244.36,234.74,238.52
2/9/2024 20:36,237.1,244.39,234.92
2/9/2024 20:37,245.02,234,232.52
2/9/2024 20:38,236.68,240.76,242.33
2/9/2024 20:39,237.92,237.82,233.12
2/9/2024 20:40,237.11,233.24,239.2
2/9/2024 20:41,240.08,231.68,234.89
2/9/2024 20:42,244.07,245.98,240.75
2/9/2024 20:43,236.39,231.71,241.21
2/9/2024 20:44,243.42,234.08,230.38
2/9/2024 20:45,237.32,246.22,234.68
2/9/2024 20:46,243.78,234.96,243.84
2/9/2024 20:47,228.13,233.1,231.22
2/9/2024 20:48,240.39,233.22,237.16
2/9/2024 20:49,231.67,241.72,228.25
2/9/2024 20:50,245.57,235.53,229.4
2/9/2024 20:51,236.95,242.11,241.24
2/9/2024 20:52,234.52,243.55,238.79
2/9/2024 20:53,230.83,229.02,231.07
2/9/2024 20:54,239.1,246.22,238.85
2/9/2024 20:55,238.17,237.96,236.75
2/9/2024 20:56,230.63,238.44,244.9
2/9/2024 20:57,228.76,232.5,233.1
2/9/2024 20:58,230.81,239.15,246.3
2/9/2024 20:59,234.35,243.86,229.19
2/9/2024 21:00,240.32,240.21,246.56
2/9/2024 21:01,230.1,241.86,228.98
2/9/2024 21:02,2,435,3
2/9/2024 21:03,3,432,5
2/9/2024 21:04,3,455,5
2/9/2024 21:05,4,456,4
2/9/2024 21:06,5,346,2
2/9/2024 21:07,3,444,3
2/9/2024 21:08,3,499,1
2/9/2024 21:09,233.41,240.24,1
2/9/2024 21:10,229.9,246.57,238.4
2/9/2024 21:11,244.53,244.54,229.83
2/9/2024 21:12,231.3,245.87,232.71
2/9/2024 21:13,229.8,229.75,235.7
2/9/2024 21:14,240.98,246.34,229.35
2/9/2024 21:15,241.18,243.19,238.14
2/9/2024 21:16,237.58,233.34,232.77
2/9/2024 21:17,240.14,235.76,230.13
2/9/2024 21:18,236.95,246.72,243.92
2/9/2024 21:19,244.27,233.49,230.93
2/9/2024 21:20,231.21,239.28,241.21
2/9/2024 21:21,243.57,232.27,229.78
2/9/2024 21:22,245.08,235.19,230.21
2/9/2024 21:23,236.56,244.69,243.3
2/9/2024 21:24,229.63,236.12,245.51
2/9/2024 21:25,246.89,234.71,233.37
2/9/2024 21:26,237.89,240.64,240.84
2/9/2024 21:27,229,229.39,237.12
2/9/2024 21:28,237.99,233.79,236.69
2/9/2024 21:29,232.85,245.7,246.18
2/9/2024 21:30,241.12,238.84,228.04
2/9/2024 21:31,236.24,230.19,239.34
2/9/2024 21:32,231.35,234.04,237.78
2/9/2024 21:33,230.67,241.38,233.13
2/9/2024 21:34,238.78,229.41,234.71
2/9/2024 21:35,240.78,245.39,234.17
2/9/2024 21:36,233.01,237.7,228.77
2/9/2024 21:37,232.4,242.39,240.66
2/9/2024 21:38,242.74,243.15,229
2/9/2024 21:39,246.19,229.05,238.36
2/9/2024 21:40,232.74,239.47,230.77
2/9/2024 21:41,239.87,236.66,242.66
2/9/2024 21:42,242.08,232.97,233.85
2/9/2024 21:43,241.4,230.03,233.35
2/9/2024 21:44,244.36,239.14,235.5
2/9/2024 21:45,230.76,239.33,229.09
2/9/2024 21:46,229.68,240.46,239.2
2/9/2024 21:47,240.72,238.72,230.56
2/9/2024 21:48,234.64,239.23,233.67
2/9/2024 21:49,229.88,242.89,241.92
2/9/2024 21:50,235.26,233.05,233.14
2/9/2024 21:51,241.32,235.95,236.44
2/9/2024 21:52,245.83,245.06,244.14
2/9/2024 21:53,240.26,230.42,239.97
2/9/2024 21:54,244.2,245.03,236.49
2/9/2024 21:55,245.63,234.09,244.68
2/9/2024 21:56,230.42,245.26,231.88
2/9/2024 21:57,235.64,236.36,239.11
2/9/2024 21:58,233.67,244.71,242.13
2/9/2024 21:59,231.17,235.74,243.35
2/9/2024 22:00,232.16,230.75,246.18
2/9/2024 22:01,231.56,234.93,240.45
2/9/2024 22:02,231.9,233.71,234.81
2/9/2024 22:03,232.22,241.76,242.22
2/9/2024 22:04,236.54,243.1,240.12
2/9/2024 22:05,230.78,228.75,244.82
2/9/2024 22:06,232.6,245.4,242.05
2/9/2024 22:07,234.36,229.49,240.28
2/9/2024 22:08,233.86,230.66,238.45
2/9/2024 22:09,228.59,246.45,232.91
2/9/2024 22:10,235.04,240.12,240.63
2/9/2024 22:11,238.39,241.7,231.09
2/9/2024 22:12,230.83,245.9,235.66
2/9/2024 22:13,234.52,241.1,246.01
2/9/2024 22:14,244.5,241.39,231.78
2/9/2024 22:15,231.47,242.48,246.13
2/9/2024 22:16,235.98,240.49,233.07
2/9/2024 22:17,246.11,241.93,231.81
2/9/2024 22:18,237.24,237.21,241.74
2/9/2024 22:19,231.06,238.59,233.07
2/9/2024 22:20,241.13,245.51,228.98
2/9/2024 22:21,230.06,229.12,241.01
2/9/2024 22:22,232.84,246.53,231.76
2/9/2024 22:23,236.48,239.08,232.02
2/9/2024 22:24,234.94,240.47,245.36
2/9/2024 22:25,242.92,240.61,235.3
2/9/2024 22:26,231.62,244.81,230.01
2/9/2024 22:27,228.74,239.88,246.35
2/9/2024 22:28,232.69,231.13,238.06
2/9/2024 22:29,228.05,235.39,236.01
2/9/2024 22:30,240.17,228.62,232.03
2/9/2024 22:31,238.17,231.62,246.96
2/9/2024 22:32,240.83,246.75,235.46
2/9/2024 22:33,234.56,234.05,233.08
2/9/2024 22:34,242.27,234.4,228.35
2/9/2024 22:35,246.08,246.68,230.38
2/9/2024 22:36,229.58,238.11,243.68
2/9/2024 22:37,233.82,229.24,230.03
2/9/2024 22:38,235.5,237.88,232.22
2/9/2024 22:39,246.28,232.69,246.88
2/9/2024 22:40,240.19,240.84,228.81
2/9/2024 22:41,239.27,237.09,237.13
2/9/2024 22:42,231.41,228.53,243.37
2/9/2024 22:43,246.15,237.88,233.91
2/9/2024 22:44,244.19,228.94,241.78
2/9/2024 22:45,235.47,238.24,241.62
2/9/2024 22:46,236.31,242.98,233.69
2/9/2024 22:47,237.85,245.1,229.11
2/9/2024 22:48,232.02,234.69,236.16
2/9/2024 22:49,232.98,246.02,236.35
2/9/2024 22:50,244.94,239.85,233.45
2/9/2024 22:51,240.77,236.5,237.78
2/9/2024 22:52,231.55,246.78,243.45
2/9/2024 22:53,229.29,243,245.67
2/9/2024 22:54,229.09,245.64,240.6
2/9/2024 22:55,237,238.25,241.52
2/9/2024 22:56,241.53,242.77,242.6
2/9/2024 22:57,237.74,236.76,232.16
2/9/2024 22:58,242.49,235.49,236.51
2/9/2024 22:59,238.18,234.29,239.87
2/9/2024 23:00,234.27,228.16,244.55
2/9/2024 23:01,241.72,235.76,240.58
2/9/2024 23:02,238.13,237,235.99
2/9/2024 23:03,245.89,245.35,245.57
2/9/2024 23:04,237.59,244.71,245.34
2/9/2024 23:05,228.3,228.81,231.17
2/9/2024 23:06,233.05,245.02,228.46
2/9/2024 23:07,228.98,233.8,230.05
2/9/2024 23:08,243.92,245.05,232.03
2/9/2024 23:09,235.69,229.2,234.22
2/9/2024 23:10,244.8,238.96,232.76
2/9/2024 23:11,240.33,228.24,229.6
2/9/2024 23:12,236.61,246.72,246.72
2/9/2024 23:13,245.35,241.26,238.36
2/9/2024 23:14,240.36,236.81,228.54
2/9/2024 23:15,237.54,236.2,232.97
2/9/2024 23:16,242.86,229.5,240.72
2/9/2024 23:17,242.22,241.3,243.51
2/9/2024 23:18,239.62,237.42,234.97
2/9/2024 23:19,228.58,246.02,229.19
2/9/2024 23:20,231.54,231.21,245.61
2/9/2024 23:21,246.58,228.72,246.66
2/9/2024 23:22,244.76,246.35,243.81
2/9/2024 23:23,236.26,234.11,229.38
2/9/2024 23:24,238.17,241.12,235.35
2/9/2024 23:25,236.67,232.26,240.47
2/9/2024 23:26,230.48,228.06,243.69
2/9/2024 23:27,229.66,232.79,234.5
2/9/2024 23:28,232.41,230.33,240.54
2/9/2024 23:29,239.04,232.84,229.48
2/9/2024 23:30,241.51,241.93,244.23
2/9/2024 23:31,244.42,229.98,243.42
2/9/2024 23:32,245.07,246.88,228.73
2/9/2024 23:33,229.44,230.93,241.68
2/9/2024 23:34,231.98,232.98,242.69
2/9/2024 23:35,229.34,241.69,243.55
2/9/2024 23:36,236.58,229.53,228.7
2/9/2024 23:37,231.94,233.69,235.62
2/9/2024 23:38,244.58,239.18,233.1
2/9/2024 23:39,240.38,245.43,238.19
2/9/2024 23:40,243.36,236.06,230.31
2/9/2024 23:41,236.81,234.94,246.35
2/9/2024 23:42,240.77,236.84,239.47
2/9/2024 23:43,241.22,230.46,231.85
2/9/2024 23:44,244,246.11,235.92
2/9/2024 23:45,246.07,343,229.93
2/9/2024 23:46,2,454,4
2/9/2024 23:47,3,435,6
2/9/2024 23:48,1,467,5
2/9/2024 23:49,1,489,4
2/9/2024 23:50,1,477,3
2/9/2024 23:51,2,410,2
2/9/2024 23:52,2,399,1
2/9/2024 23:53,3,242.39,240.05
2/9/2024 23:54,243.47,229.51,236.55
2/9/2024 23:55,230.86,235.14,233.88
2/9/2024 23:56,230.86,244.84,239.77
2/9/2024 23:57,243.16,234.19,232.71
2/9/2024 23:58,247,240.22,228.2
2/9/2024 23:59,237.21,242.93,239.18
2/10/2024 0:00,242.01,229.73,236.24
2/10/2024 0:01,243.85,234.42,236.22
2/10/2024 0:02,230.69,233.97,232.89
2/10/2024 0:03,232.02,229.01,230.83
2/10/2024 0:04,228.57,240.39,241.5
2/10/2024 0:05,229.87,230.21,229.72
2/10/2024 0:06,231.63,234.68,228.24
2/10/2024 0:07,238.78,232.77,235.59
2/10/2024 0:08,230.05,234.62,229.39
2/10/2024 0:09,229.37,236.49,240.69
2/10/2024 0:10,236.92,234.72,235.76
2/10/2024 0:11,231.09,240.77,232.05
2/10/2024 0:12,240.69,243.38,243.43
2/10/2024 0:13,229.01,243.1,236.65
2/10/2024 0:14,228.94,235.74,246.79
2/10/2024 0:15,230.41,240.48,246.71
2/10/2024 0:16,229.45,242.86,246.64
2/10/2024 0:17,246.43,234.45,245.19
2/10/2024 0:18,228.99,231.79,237.69
2/10/2024 0:19,232.88,241.03,240.02
2/10/2024 0:20,230.33,231.93,246.29
2/10/2024 0:21,237.09,244.27,230.08
2/10/2024 0:22,245.08,234.38,244.84
2/10/2024 0:23,230.15,230.78,237.58
2/10/2024 0:24,235.15,229.73,230.64
2/10/2024 0:25,244.99,241.45,235.18
2/10/2024 0:26,242.37,229.69,229.58
2/10/2024 0:27,231.36,230.03,228.48
2/10/2024 0:28,232.7,237.79,246.79
2/10/2024 0:29,239.49,231.7,239.63
2/10/2024 0:30,242.39,233.54,233.84
2/10/2024 0:31,242.34,242.05,232.76
2/10/2024 0:32,243.04,235.96,242.92
2/10/2024 0:33,241.45,236.35,239.43
2/10/2024 0:34,240.54,239.91,245.57
2/10/2024 0:35,236.8,238.63,238.4
2/10/2024 0:36,231.08,241.37,231.11
2/10/2024 0:37,238.04,246.92,234.7
2/10/2024 0:38,241.5,233.34,230.61
2/10/2024 0:39,231.1,246.24,237.19
2/10/2024 0:40,245.39,240.62,241.42
2/10/2024 0:41,231.93,246.39,233.16
2/10/2024 0:42,240,229.68,231.34
2/10/2024 0:43,239.98,233.89,230.46
2/10/2024 0:44,242.82,231.74,233.25
2/10/2024 0:45,243.65,232.91,230.95
2/10/2024 0:46,241.82,237.96,229.77
2/10/2024 0:47,245.89,229.13,230.09
2/10/2024 0:48,231.19,232.92,237.09
2/10/2024 0:49,238.92,229.1,242.72
2/10/2024 0:50,237.42,243.27,245.05
2/10/2024 0:51,235.24,246.17,231.08
2/10/2024 0:52,238.96,240.92,238.36
2/10/2024 0:53,244.27,243.83,242.82
2/10/2024 0:54,228.69,239.04,235.57
2/10/2024 0:55,231.94,228.38,236.24
2/10/2024 0:56,239.21,232.29,243.55
2/10/2024 0:57,236.71,244.32,229.67
2/10/2024 0:58,228.98,239.03,229.91
2/10/2024 0:59,238.88,240.02,235.41
2/10/2024 1:00,238.76,238.95,242.19
2/10/2024 1:01,238.05,245.79,236.01
2/10/2024 1:02,243.88,237.3,241.74
2/10/2024 1:03,243.56,231,231.55
2/10/2024 1:04,241.92,244.51,233.68
2/10/2024 1:05,229.15,228.09,230.36
2/10/2024 1:06,235.68,239.97,237.85
2/10/2024 1:07,230.52,237.78,243.82
2/10/2024 1:08,232.25,241.95,241.82
2/10/2024 1:09,233.8,234.18,235.97
2/10/2024 1:10,241.84,244.79,230.65
2/10/2024 1:11,244.16,246.67,230.32
2/10/2024 1:12,242.03,244.97,229.94
2/10/2024 1:13,233.55,246.13,235
2/10/2024 1:14,230.6,246.93,233.92
2/10/2024 1:15,242.78,239.6,240.14
2/10/2024 1:16,232.14,232.09,242.75
2/10/2024 1:17,243.3,243.84,242.92
2/10/2024 1:18,245.14,236.92,237.05
2/10/2024 1:19,229.11,231.55,236.4
2/10/2024 1:20,228.03,241.75,230.37
2/10/2024 1:21,241.35,243.03,231.13
2/10/2024 1:22,246.06,243.81,229.65
2/10/2024 1:23,237.05,233.98,231.64
2/10/2024 1:24,240.43,243.37,228.57
2/10/2024 1:25,239.82,236.51,229.34
2/10/2024 1:26,233.98,229.67,242.78
2/10/2024 1:27,229.04,245.7,233.43
2/10/2024 1:28,242.71,234.28,246.15
2/10/2024 1:29,232.3,239.39,238.03
2/10/2024 1:30,238.57,243.4,228.49
2/10/2024 1:31,228.89,242.04,240.43
2/10/2024 1:32,232.72,229.41,244.57
2/10/2024 1:33,241.29,235.33,234.9
2/10/2024 1:34,231.84,233.93,233.34
2/10/2024 1:35,244.94,237.35,234.07
2/10/2024 1:36,233.45,237.27,236.09
2/10/2024 1:37,239.91,235.48,245.29
2/10/2024 1:38,228.44,242.02,232.16
2/10/2024 1:39,241.6,242.56,241.79
2/10/2024 1:40,231.14,237.31,231.62
2/10/2024 1:41,230.92,244.76,238.29
2/10/2024 1:42,238.34,230.07,229.86
2/10/2024 1:43,240.63,234.04,238.75
2/10/2024 1:44,239.78,235.09,245.38
2/10/2024 1:45,244.86,246.12,230.99
2/10/2024 1:46,243.01,245.6,231.4
2/10/2024 1:47,244.02,231.53,243.59
2/10/2024 1:48,243.9,245.67,245.74
2/10/2024 1:49,241.37,241.06,228.71
2/10/2024 1:50,234.79,234.73,228.5
2/10/2024 1:51,231.62,241.41,228.38
2/10/2024 1:52,234.49,233.73,236.18
2/10/2024 1:53,238.64,246.08,244.57
2/10/2024 1:54,240.29,236.77,243.77
2/10/2024 1:55,237.81,237.95,241.65
2/10/2024 1:56,244.77,239.11,228.95
2/10/2024 1:57,246.87,243.03,235.98
2/10/2024 1:58,238.46,243.13,240.96
2/10/2024 1:59,241.46,230.22,242.45
2/10/2024 2:00,246.79,243.24,244.95
2/10/2024 2:01,246.33,236.51,245.27
2/10/2024 2:02,228.41,236.68,240.1
2/10/2024 2:03,246.61,246.77,238.68
2/10/2024 2:04,231.7,231.06,231.66
2/10/2024 2:05,241.7,233.59,234.27
2/10/2024 2:06,233.39,239.35,240.49
2/10/2024 2:07,232.36,243.88,246.05
2/10/2024 2:08,231.43,241.56,237.08
2/10/2024 2:09,235.4,244.65,231.03
2/10/2024 2:10,237.37,240.26,246.93
2/10/2024 2:11,245.93,228.61,234.32
2/10/2024 2:12,238.68,232.31,246.71
2/10/2024 2:13,243.94,235.81,242.59
2/10/2024 2:14,233.04,242.12,246.66
2/10/2024 2:15,241.12,238.42,229.58
2/10/2024 2:16,242.53,237.45,245.61
2/10/2024 2:17,237.18,244.18,237.6
2/10/2024 2:18,234.75,239.95,243.94
2/10/2024 2:19,245.06,229.58,229.79
2/10/2024 2:20,241.76,233.12,232.43
2/10/2024 2:21,228.29,242.02,244.5
2/10/2024 2:22,228.8,237.14,241.66
2/10/2024 2:23,235.61,232.5,233.04
2/10/2024 2:24,237.41,243.43,234.1
2/10/2024 2:25,241.47,242.98,246.26
2/10/2024 2:26,234.6,240.76,233.52
2/10/2024 2:27,229.44,244.73,243.44
2/10/2024 2:28,228.3,244.42,244.52
2/10/2024 2:29,246.77,230.25,243.4
2/10/2024 2:30,246.04,238.32,246.06
2/10/2024 2:31,229.17,229.58,230.53
2/10/2024 2:32,245.62,237.43,228.69
2/10/2024 2:33,245.81,235.29,240.1
2/10/2024 2:34,233.6,228.03,231.47
2/10/2024 2:35,245.01,242,233.99
2/10/2024 2:36,246.54,238.04,233.97
2/10/2024 2:37,236.34,230.49,231.31
2/10/2024 2:38,242.41,241.4,242.53
2/10/2024 2:39,231.36,240.43,230.06
2/10/2024 2:40,232.13,244.58,245.54
2/10/2024 2:41,244.51,241.43,233.05
2/10/2024 2:42,228.07,236.16,231.8
2/10/2024 2:43,232.17,230.51,238.84
2/10/2024 2:44,229.87,236.11,245.7
2/10/2024 2:45,246.07,233.38,242.41
2/10/2024 2:46,245.77,241.48,243.03
2/10/2024 2:47,237.08,234.3,232.83
2/10/2024 2:48,242.27,237.05,240.77
2/10/2024 2:49,241.29,241.26,231.66
2/10/2024 2:50,244.42,235.81,234.21
2/10/2024 2:51,241.28,229.23,230.9
2/10/2024 2:52,240.61,238.86,238.32
2/10/2024 2:53,228.31,244.04,239.78
2/10/2024 2:54,228.21,236.21,242.23
2/10/2024 2:55,241.78,241.03,246.24
2/10/2024 2:56,240.42,246.89,230.96
2/10/2024 2:57,244.67,235.87,229.87
2/10/2024 2:58,238.44,244.98,232.92
2/10/2024 2:59,239.15,238.67,246.39
2/10/2024 3:00,239.98,229.7,238.91
2/10/2024 3:01,236.47,245.79,246.47
2/10/2024 3:02,246.14,242.14,230.86
2/10/2024 3:03,244.58,229.96,232.25
2/10/2024 3:04,232.16,238.33,234.45
2/10/2024 3:05,230.57,230.36,232.45
2/10/2024 3:06,233.5,242.89,246.04
2/10/2024 3:07,232.4,242.84,235.19
2/10/2024 3:08,245.24,245.31,244.05
2/10/2024 3:09,240.62,243.07,234.57
2/10/2024 3:10,242.45,235.76,242.78
2/10/2024 3:11,231.29,245.35,246.61
2/10/2024 3:12,242.05,245.14,229.21
2/10/2024 3:13,236.36,229.55,237.27
2/10/2024 3:14,230.78,239.84,228.19
2/10/2024 3:15,236.32,244.82,237.53
2/10/2024 3:16,233.15,237.81,238.71
2/10/2024 3:17,229.96,242.29,238.7
2/10/2024 3:18,238.47,238.86,245.26
2/10/2024 3:19,228.15,244.37,236.83
2/10/2024 3:20,229.18,237.9,240.71
2/10/2024 3:21,240.26,241.75,242.04
2/10/2024 3:22,232.54,232.38,233.16
2/10/2024 3:23,245.74,244.79,244.26
2/10/2024 3:24,231.81,246.96,231.46
2/10/2024 3:25,235.54,240.76,232.21
2/10/2024 3:26,239.95,235.45,237.02
2/10/2024 3:27,246.61,245.31,239.7
2/10/2024 3:28,237.1,242.13,235.24
2/10/2024 3:29,245.34,233.67,243.57
2/10/2024 3:30,235.53,245.99,235.38
2/10/2024 3:31,245.21,238.99,242.87
2/10/2024 3:32,242.76,243.22,237.37
2/10/2024 3:33,237.93,244.74,229.87
2/10/2024 3:34,241.91,230.61,236.68
2/10/2024 3:35,239.57,240.16,245.84
2/10/2024 3:36,233.22,246.56,242.16
2/10/2024 3:37,240.52,235.84,229.45
2/10/2024 3:38,240.15,230.71,239.22
2/10/2024 3:39,246.94,239.77,245.66
2/10/2024 3:40,236.06,228.35,245.11
2/10/2024 3:41,244.56,232.31,231.84
2/10/2024 3:42,232.57,242.09,243.22
2/10/2024 3:43,232.95,246.19,235.18
2/10/2024 3:44,238.59,240.68,244.73
2/10/2024 3:45,245.01,233.73,231.13
2/10/2024 3:46,229.44,239.65,232.44
2/10/2024 3:47,239.5,228.28,231.04
2/10/2024 3:48,233.85,231.31,245.5
2/10/2024 3:49,237.85,239.15,228.57
2/10/2024 3:50,233.49,234.77,231.61
2/10/2024 3:51,239.9,246.82,233.93
2/10/2024 3:52,241.43,246.31,245.05
2/10/2024 3:53,245.54,237.32,232.79
2/10/2024 3:54,243.41,234.75,245.63
2/10/2024 3:55,244.11,234.28,236.84
2/10/2024 3:56,236.35,243.4,229.44
2/10/2024 3:57,237.55,244.95,239.19
2/10/2024 3:58,242.81,242.15,230.89
2/10/2024 3:59,232.84,237.06,243.67
2/10/2024 4:00,246.46,232.34,244.95
2/10/2024 4:01,228.65,242.99,234.54
2/10/2024 4:02,234.1,232.15,236.6
2/10/2024 4:03,241.52,245.99,243.17
2/10/2024 4:04,237.28,236.96,244.13
2/10/2024 4:05,229.13,243.06,241.21
2/10/2024 4:06,237.08,232.22,231.41
2/10/2024 4:07,241.31,245.72,231.23
2/10/2024 4:08,232.2,228.25,246.4
2/10/2024 4:09,238.47,246.31,233.13
2/10/2024 4:10,233.29,242.06,235.59
2/10/2024 4:11,238.97,236.57,241.58
2/10/2024 4:12,242.73,236.35,234.78
2/10/2024 4:13,232.54,238.81,233.52
2/10/2024 4:14,232.54,243.36,239.83
2/10/2024 4:15,235.74,236.78,241.14
2/10/2024 4:16,236.99,243.91,244.62
2/10/2024 4:17,246.15,235.73,239.24
2/10/2024 4:18,230.51,239.14,234.52
2/10/2024 4:19,230.13,230.23,243.95
2/10/2024 4:20,234.26,242.12,245.21
2/10/2024 4:21,231.91,243.27,238.62
2/10/2024 4:22,241.92,235.07,240.13
2/10/2024 4:23,242.22,229.52,245.07
2/10/2024 4:24,246.44,243.54,238.27
2/10/2024 4:25,230.35,242.21,232.72
2/10/2024 4:26,243.93,231.28,245.28
2/10/2024 4:27,228.53,246.24,236.58
2/10/2024 4:28,233.6,240.76,229.43
2/10/2024 4:29,237.63,238.24,232.23
2/10/2024 4:30,234.46,238.18,240.22
2/10/2024 4:31,230.78,230.25,235.59
2/10/2024 4:32,233.01,242.71,242.84
2/10/2024 4:33,238.86,238.63,228.31
2/10/2024 4:34,241.88,240.51,232.36
2/10/2024 4:35,240.53,239.1,240.34
2/10/2024 4:36,244,233.73,234.82
2/10/2024 4:37,236.16,243.44,239.5
2/10/2024 4:38,231.72,229.62,231.94
2/10/2024 4:39,229.79,229.96,237.4
2/10/2024 4:40,239.16,228.1,245.34
2/10/2024 4:41,230.34,240.62,228.56
2/10/2024 4:42,232.84,239.94,232.63
2/10/2024 4:43,244.6,230.54,233.81
2/10/2024 4:44,246.89,244.47,231.04
2/10/2024 4:45,242.37,238.92,245.98
2/10/2024 4:46,241.6,228.72,246.69
2/10/2024 4:47,240.39,246.27,230.61
2/10/2024 4:48,241.4,242.25,246.89
2/10/2024 4:49,246.39,246.82,237.2
2/10/2024 4:50,236.61,229.16,245.63
2/10/2024 4:51,244.42,239.25,236.78
2/10/2024 4:52,243.45,232.68,242.33
2/10/2024 4:53,231.72,245.36,228.67
2/10/2024 4:54,239.36,244.25,237.86
2/10/2024 4:55,242.99,234.99,234.53
2/10/2024 4:56,228.34,246.37,234.42
2/10/2024 4:57,246.16,241.93,233.23
2/10/2024 4:58,234.91,241.41,237.36
2/10/2024 4:59,244.96,239.2,230.75
2/10/2024 5:00,230.74,235.87,238.72
2/10/2024 5:01,238.29,246.49,241.29
2/10/2024 5:02,230.69,240.08,244.71
2/10/2024 5:03,244.07,230.16,235.56
2/10/2024 5:04,241.85,228.68,238.11
2/10/2024 5:05,236.87,240.07,232.77
2/10/2024 5:06,245.46,243.78,229.95
2/10/2024 5:07,237.34,230.02,240.08
2/10/2024 5:08,236.85,228.11,234.33
2/10/2024 5:09,230.14,241.67,241.4
2/10/2024 5:10,231.14,238.57,232.28
2/10/2024 5:11,233.26,234.52,228.66
2/10/2024 5:12,231.97,243.11,240.73
